video_id,viewse,comment_count,likes,dislikes 
vAh7jTAkCKc                                                                                                                                                                                                                                                    ,238948,2872,25569,566
QVoleJYgdM8                                                                                                                                                                                                                                                    ,1107374,1587,34031,480
ic1kMoM_kPw                                                                                                                                                                                                                                                    ,75631,445,309,216
aMcjxSThD54                                                                                                                                                                                                                                                    ,1486817,33715,67917,1315
MICQb4QW448                                                                                                                                                                                                                                                    ,122348,1080,7185,105
2UmRhLA3Qzk                                                                                                                                                                                                                                                    ,58054,0,1700,172
saZizkBOOJI                                                                                                                                                                                                                                                    ,73830,445,4139,115
_zu53yAoTJE                                                                                                                                                                                                                                                    ,134003,1427,5430,1601
VGPKryH8D2o                                                                                                                                                                                                                                                    ,146034,370,2083,410
sGIm0-dQd8M                                                                                                                                                                                                                                                    ,1230841,11453,139031,2168
7LlWd7HP_bc                                                                                                                                                                                                                                                    ,45410,195,1003,109
-Hz00xRLPyo                                                                                                                                                                                                                                                    ,42076,200,475,61
yBXcNcBnImc                                                                                                                                                                                                                                                    ,235077,5122,7911,163
ypcmAXSKrLQ                                                                                                                                                                                                                                                    ,538335,1193,31362,499
WrWSqak9t7Y                                                                                                                                                                                                                                                    ,22227,18,61,8
liczsmUSMA4                                                                                                                                                                                                                                                    ,1167688,15793,90363,4859
E9eAshaPvYw                                                                                                                                                                                                                                                    ,171676,461,3738,345
Y0MjGxKe888                                                                                                                                                                                                                                                    ,18335,23,290,4
4L43VVORo5c                                                                                                                                                                                                                                                    ,55731,523,3585,78
5pJLKoB_yCs                                                                                                                                                                                                                                                    ,25251,57,1151,14
pVvuvegAYlI                                                                                                                                                                                                                                                    ,74786,29,250,10
rgyPpsX2B0g                                                                                                                                                                                                                                                    ,162062,1649,8056,88
oJ_g5fUxtQo                                                                                                                                                                                                                                                    ,236390,145,378,407
aNpl8EsTR94                                                                                                                                                                                                                                                    ,19799,42,109,44
7Fpbkpsx3cM                                                                                                                                                                                                                                                    ,24949,0,0,0
HSezK15Ewdo                                                                                                                                                                                                                                                    ,112510,257,3885,66
za_7j4vSRyA                                                                                                                                                                                                                                                    ,44614,146,2758,39
xeCSGweXykQ                                                                                                                                                                                                                                                    ,51006,353,508,13
FDTKws5WxKw                                                                                                                                                                                                                                                    ,94311,309,4326,61
pIYFz05yrUY                                                                                                                                                                                                                                                    ,50277,294,1373,212
p4HrpCPquk4                                                                                                                                                                                                                                                    ,1121798,5013,6600,10300
wYeMe6_ISKc                                                                                                                                                                                                                                                    ,2478768,2367,78281,3820
GKBI_bVFSfs                                                                                                                                                                                                                                                    ,1547142,770,6254,163
QsSxRElRe1I                                                                                                                                                                                                                                                    ,1011751,2094,28946,357
_7985zBEM3o                                                                                                                                                                                                                                                    ,1471975,9097,95001,597
-jWIDwq44ZI                                                                                                                                                                                                                                                    ,463163,4479,18604,508
l3vbvF8bQfI                                                                                                                                                                                                                                                    ,639064,6225,68347,946
8b6IQQMRYCA                                                                                                                                                                                                                                                    ,1390124,2236,18997,608
YR5qurEje5Y                                                                                                                                                                                                                                                    ,422876,3032,24270,273
_zhR6d6LDzM                                                                                                                                                                                                                                                    ,122337,782,11241,116
uCNXhk4jFXY                                                                                                                                                                                                                                                    ,327538,2463,4981,174
FvBcYkY7ZGo                                                                                                                                                                                                                                                    ,442801,338,6864,201
2kCbFmjEi6A                                                                                                                                                                                                                                                    ,211742,2245,20951,110
qpAo_XvCQaQ                                                                                                                                                                                                                                                    ,707167,918,9331,666
G4MTmN7n8Ks                                                                                                                                                                                                                                                    ,110296,824,7044,92
87YT_i8Eu5s                                                                                                                                                                                                                                                    ,33641,752,2325,63
Kpxn9nl02qg                                                                                                                                                                                                                                                    ,183654,311,6839,410
oRSVrtKph_k                                                                                                                                                                                                                                                    ,1007920,12156,129820,474
5JTMOt4BeDc                                                                                                                                                                                                                                                    ,127970,169,2514,50
OtL1fEEtLaA                                                                                                                                                                                                                                                    ,1012990,7850,23710,1052
D3V0aw-ljEg                                                                                                                                                                                                                                                    ,554794,951,6621,247
HaI5lLd3RvE                                                                                                                                                                                                                                                    ,87201,123,2071,72
m-Q0Ng61bT4                                                                                                                                                                                                                                                    ,106937,201,2545,49
QM9xgHibvzM                                                                                                                                                                                                                                                    ,253197,1192,13288,137
rll790aP60Q                                                                                                                                                                                                                                                    ,60166,130,870,42
tTlxjhG7SOI                                                                                                                                                                                                                                                    ,220575,695,14620,204
NBYL_QwYhjs                                                                                                                                                                                                                                                    ,281076,355,10449,109
0SLu6i6Rm2g                                                                                                                                                                                                                                                    ,15235,126,211,56
idD1C2-ISlo                                                                                                                                                                                                                                                    ,135841,254,4259,101
O1RNq6rMbds                                                                                                                                                                                                                                                    ,55607,266,1738,111
5ER1LOarlgg                                                                                                                                                                                                                                                    ,53653,331,2632,18
V2onC1_QOmU                                                                                                                                                                                                                                                    ,48366,105,1300,68
cWy8jWXhdnA                                                                                                                                                                                                                                                    ,19184,653,1688,120
miY8hckQPwc                                                                                                                                                                                                                                                    ,1401170,860,35791,827
ia_NWRMgoAA                                                                                                                                                                                                                                                    ,14784,38,410,10
zMLfhTnyPVs                                                                                                                                                                                                                                                    ,21399,132,296,42
2B85lYenaxE                                                                                                                                                                                                                                                    ,798716,4839,6927,22254
VhMW87avFIM                                                                                                                                                                                                                                                    ,476954,1322,27619,703
Kc6j1IAK19k                                                                                                                                                                                                                                                    ,194087,115,484,39
yl2GaxVGUaI                                                                                                                                                                                                                                                    ,248619,871,20791,288
dPcclBGKAMw                                                                                                                                                                                                                                                    ,142596,418,6137,97
gImQUUb8cU4                                                                                                                                                                                                                                                    ,59265,2300,8585,122
qIXvh9rXWJs                                                                                                                                                                                                                                                    ,176320,70,254,18
XTTf2fmh_QM                                                                                                                                                                                                                                                    ,123947,345,1041,650
UBh2ydkoDU4                                                                                                                                                                                                                                                    ,28996,130,851,10
tOr88uFiOjQ                                                                                                                                                                                                                                                    ,24589,147,2023,49
PmUL6wMpMWw                                                                                                                                                                                                                                                    ,4675996,3444,28286,2503
WAwRrtH-4Lg                                                                                                                                                                                                                                                    ,5686453,70565,334806,3787
ZJkc_C5-Cd8                                                                                                                                                                                                                                                    ,2167311,6076,24918,6491
Y-iFgDK_D5s                                                                                                                                                                                                                                                    ,1481728,10121,64757,1015
IiRmtBZu0pM                                                                                                                                                                                                                                                    ,485514,6268,30767,5190
DnSO5Uhobvo                                                                                                                                                                                                                                                    ,405956,3222,49935,354
lrWRy9BBp-c                                                                                                                                                                                                                                                    ,1874710,14099,54224,4897
N1MZRowhMtc                                                                                                                                                                                                                                                    ,466073,2227,13253,469
q260bjSiyq0                                                                                                                                                                                                                                                    ,165888,835,10474,92
bzzk0R14HD4                                                                                                                                                                                                                                                    ,35974,41,245,8
yLdav-8af6g                                                                                                                                                                                                                                                    ,205936,710,12369,142
34yQnVJDTt8                                                                                                                                                                                                                                                    ,17865,61,147,11
ClM-MORjXQI                                                                                                                                                                                                                                                    ,215684,946,10511,146
kAQpyoCls7Y                                                                                                                                                                                                                                                    ,51236,5,66,12
PHhYqLCsAos                                                                                                                                                                                                                                                    ,11922,109,209,32
T_AyI8I4O3U                                                                                                                                                                                                                                                    ,61442,234,1043,13
_f_LqAXzol0                                                                                                                                                                                                                                                    ,4696,36,205,3
Zukh-0csKPc                                                                                                                                                                                                                                                    ,67545,41,262,15
d4a9KApRUks                                                                                                                                                                                                                                                    ,371698,707,5276,113
WrcwcMIYpQg                                                                                                                                                                                                                                                    ,463019,3074,40816,185
NHrwcQQ38bA                                                                                                                                                                                                                                                    ,388810,1138,18641,111
uUCdUCxTjyI                                                                                                                                                                                                                                                    ,172019,675,2341,89
rR-wWKCe92o                                                                                                                                                                                                                                                    ,40874,157,1914,104
hYc95vB-nT4                                                                                                                                                                                                                                                    ,379521,2928,27897,364
PUcS24GuAog                                                                                                                                                                                                                                                    ,773334,5895,43023,355
FB64ez0kf1c                                                                                                                                                                                                                                                    ,174093,775,699,694
zGN8ghHMaKw                                                                                                                                                                                                                                                    ,206348,1589,1146,129
IVzGsh0zRec                                                                                                                                                                                                                                                    ,2144627,72340,353965,14885
41oqd-mogW8                                                                                                                                                                                                                                                    ,38994,380,2320,48
L1TScBDOdwc                                                                                                                                                                                                                                                    ,43560,250,2622,102
I92OeEHWmTc                                                                                                                                                                                                                                                    ,168254,437,1950,176
eEdPnm-AZ94                                                                                                                                                                                                                                                    ,835350,787,11609,807
JIr6Bv_JTSw                                                                                                                                                                                                                                                    ,99350,326,4994,77
TKddxONWn78                                                                                                                                                                                                                                                    ,81539,710,2806,160
xnZA52oTp6M                                                                                                                                                                                                                                                    ,37310,94,1313,22
dcVFxgm2S1I                                                                                                                                                                                                                                                    ,184189,3703,3753,441
JAqQ8Myx-1c                                                                                                                                                                                                                                                    ,35141,65,711,17
flqzJnOehOU                                                                                                                                                                                                                                                    ,86930,428,5041,58
7LQ08Lyy_tw                                                                                                                                                                                                                                                    ,8851,25,213,12
VIfGG7wLlM4                                                                                                                                                                                                                                                    ,15815,255,1018,17
dypSszf0d3I                                                                                                                                                                                                                                                    ,117401,461,3856,106
caCdf94Blfw                                                                                                                                                                                                                                                    ,952863,5149,14092,3097
d3h_uD-5d7A                                                                                                                                                                                                                                                    ,727495,4349,46530,1071
wrpeEitIEpA                                                                                                                                                                                                                                                    ,1408283,3947,52980,2726
BVRvrvCQdmg                                                                                                                                                                                                                                                    ,166397,1026,15650,83
ERyfRmz0N-w                                                                                                                                                                                                                                                    ,206229,1288,5865,909
Lj6Y6JCu-l4                                                                                                                                                                                                                                                    ,441590,2429,40548,655
e2ExvdtmIyU                                                                                                                                                                                                                                                    ,236711,3909,2078,3532
5x-d3pabd5o                                                                                                                                                                                                                                                    ,528678,2453,42086,370
rWHrWuDnReM                                                                                                                                                                                                                                                    ,297198,4064,26392,1196
MUcBkpwnKcE                                                                                                                                                                                                                                                    ,431727,1059,3782,419
EsdjC5dsOTM                                                                                                                                                                                                                                                    ,489921,807,3242,107
J41qe-TM1DY                                                                                                                                                                                                                                                    ,4285299,104986,827154,1897
xPsEiZAOb_I                                                                                                                                                                                                                                                    ,208892,2048,34168,193
dAyg7C2-mjQ                                                                                                                                                                                                                                                    ,273354,679,8640,221
lYATz3STgew                                                                                                                                                                                                                                                    ,260241,3515,18303,188
76owSh_PPG4                                                                                                                                                                                                                                                    ,70644,611,5570,447
nrB7aqfRzyE                                                                                                                                                                                                                                                    ,555708,83,384,12
mA4NVRV1FGU                                                                                                                                                                                                                                                    ,159122,756,6749,380
b_aLROw98NA                                                                                                                                                                                                                                                    ,24941,301,403,82
8Jg90Lqg3VM                                                                                                                                                                                                                                                    ,247958,339,9501,91
IJ9OFwFxxt4                                                                                                                                                                                                                                                    ,72613,55,524,11
emELFiKMuf4                                                                                                                                                                                                                                                    ,195525,613,2557,55
KVw7fdB8gXM                                                                                                                                                                                                                                                    ,32819,83,743,12
zw6hMTAtdwg                                                                                                                                                                                                                                                    ,17874,20,765,9
oWjxSkJpxFU                                                                                                                                                                                                                                                    ,8041970,363140,1167491,147647
8BAhwgjMvnM                                                                                                                                                                                                                                                    ,1500108,4910,27097,2331
xVhnfTwh1OA                                                                                                                                                                                                                                                    ,1768016,13874,159723,2444
cdO78z5_jhQ                                                                                                                                                                                                                                                    ,48366,240,2872,91
3ChgRbqGi-E                                                                                                                                                                                                                                                    ,753671,2764,66770,703
S_1SwS7Jj-Y                                                                                                                                                                                                                                                    ,108775,465,3765,83
4WaNHlisU4c                                                                                                                                                                                                                                                    ,202694,1272,4873,144
9r6NI9m_IxM                                                                                                                                                                                                                                                    ,765352,107,2032,370
52L2HML5O1k                                                                                                                                                                                                                                                    ,83715,796,3475,170
N0I2u6DKnwI                                                                                                                                                                                                                                                    ,43381,45,407,9
p9zTSvEpt_8                                                                                                                                                                                                                                                    ,81371,116,468,6
v9ea5VDQfXg                                                                                                                                                                                                                                                    ,1498763,26463,310738,332
qxXZF60EPdM                                                                                                                                                                                                                                                    ,253006,336,2757,45
HuJkBDBloa0                                                                                                                                                                                                                                                    ,78087,957,2958,307
ArVEH6KS6dA                                                                                                                                                                                                                                                    ,48800,197,2286,43
fW_SW-EwVRI                                                                                                                                                                                                                                                    ,19439,164,1480,20
P1nCVWBTays                                                                                                                                                                                                                                                    ,33893,256,1615,8
SsaI0u8xn_4                                                                                                                                                                                                                                                    ,42208,150,1968,96
YNpCXG66_PA                                                                                                                                                                                                                                                    ,27229,80,795,15
JwfZqomlPsk                                                                                                                                                                                                                                                    ,27754,595,88,2458
b1JsP0hLrg4                                                                                                                                                                                                                                                    ,13814,456,937,24
